customer_id,first_name,last_name,signup_date,region,segment
214,Theo,Russo,,Europe,Premium
215,Clara,Romano,6/18/2024,Europe,Free
216,Viktor,Holm,10/30/2024,Europe,Free
217,Mahmoud,Nasser,1/3/2025,Middle East,Premium
218,Isabella,Smith,2/25/2024,North America,Premium
219,Viktor,Müller,,Europe,Premium
220,Sofia,Martinez,11/3/2023,North America,Free
221,Amalie,Meyer,8/2/2024,Europe,Free
222,Clara,Lopez,10/20/2023,Latin America,Premium
223,Sofia,Moore,2/15/2025,North America,Free
224,,Mustafa,4/19/2024,Middle East,Free
225,Freya,Koch,7/15/2025,Europe,Premium
226,David,Alvarez,8/13/2024,Latin America,Free
227,Amina,Obi,10/6/2024,Africa,Premium
228,Ifeanyi,Adebayo,4/26/2025,Africa,Free
229,Elsa,Larsson,10/12/2023,Europe,Free
230,Clara,Larsson,6/5/2024,Europe,Premium
231,Ava,Martinez,9/30/2024,Africa,Premium
232,Yuki,Reddy,7/29/2023,Asia,Free
233,Nnamdi,Igwe,1/6/2024,Africa,Free
234,Aria,Young,5/18/2024,North America,Premium
235,Haruto,Suzuki,11/3/2023,Asia,Free
236,Emil,Hoffmann,5/19/2024,Europe,Premium
237,Oluwaseun,Diop,2/25/2025,Africa,Free
238,Amira,Qureshi,1/17/2024,Middle East,Premium
239,Niklas,Weber,9/7/2024,Europe,Free
240,Simon,Weber,10/18/2024,Europe,Free
241,Kenji,Wang,7/19/2024,Asia,Free
242,David,Rodriguez,5/9/2025,North America,Premium
243,Lucas,Wagner,4/6/2024,Europe,Free
244,Lina,Fredriksson,12/18/2023,Europe,Free
245,Camila,Moore,10/25/2024,North America,Premium
246,Thomas,Andersson,8/31/2023,Europe,Premium
247,Mia,Mitchell,1/11/2024,North America,Premium
248,Li,,8/25/2024,Asia,Free
249,Juan,Gonzalez,1/16/2025,Latin America,Premium
250,Leo,Larsson,4/2/2025,Europe,Free
251,Kavya,Wong,3/12/2025,Asia,Free
252,Rahul,Reddy,9/17/2024,Asia,Free
253,Ibrahim,Jamal,1/3/2024,Middle East,Free
254,Lucas,Holm,12/3/2023,Europe,Free
255,Adam,Holm,1/4/2024,Europe,Free
256,Viktor,Ek,12/21/2024,Europe,Free
257,Diego,Rojas,1/26/2025,Latin America,Free
258,Diego,Rojas,4/11/2024,Latin America,Premium
259,Madison,Taylor,7/13/2025,North America,Premium
260,Eduardo,Vargas,1/12/2025,Latin America,Free
261,Benjamin,Lewis,12/2/2023,North America,Premium
262,William,Perez,12/13/2023,North America,Free
263,Hana,Shah,8/4/2024,Asia,Free
264,Harper,Adams,11/27/2024,North America,Premium
265,Thomas,Lindgren,8/27/2024,Europe,Premium
266,Oscar,Hoffmann,2/15/2025,Europe,Free
267,Pooja,Li,11/21/2023,Asia,Free
268,Olumide,Bah,12/26/2023,Africa,Free
269,Chen,Zhang,8/25/2024,Asia,Free
270,Aaliyah,Baker,10/4/2023,Africa,Premium
271,Akosua,Eze,11/17/2024,Africa,Free
272,Lucas,Herrera,11/30/2023,Latin America,Premium
273,David,Lopez,4/20/2025,North America,Free
274,Lucas,Perez,3/11/2025,Latin America,Free
275,Neha,Hwang,3/23/2025,Asia,Premium
276,Kavya,Nakamura,12/28/2024,Asia,Premium
277,Ana,Nunez,8/15/2024,Latin America,Premium
278,Ifeanyi,Eze,8/16/2024,Africa,Premium
279,Femi,Adebayo,3/9/2025,Africa,Premium
280,Ella,Svensson,9/22/2024,Europe,Free
281,Ella,Moretti,12/23/2023,Europe,Premium
282,Sofia,Perez,9/14/2023,North America,Free
283,Li,Patel,7/29/2023,Asia,Free
284,Sebastian,Torres,7/31/2024,Latin America,Premium
285,Sofia,Ramirez,1/3/2025,North America,Free
286,Viktor,Rossi,7/27/2024,Europe,Free
287,Wei,Wang,7/29/2023,Asia,Free
288,Renata,Aguilar,3/2/2024,Latin America,Free
289,Ella,Lund,1/16/2024,Europe,Premium
290,Emma,Castillo,10/13/2023,Latin America,Free
291,Hye-Jin,Yamamoto,,Latin America,Free
292,Mateo,Alvarez,7/18/2023,Latin America,Free
293,Yaw,Diop,9/16/2023,Africa,Free
294,Rafael,Mendoza,10/28/2024,Latin America,Premium
295,Elijah,Davis,10/4/2024,North America,Free
296,Leo,Johansson,10/22/2024,Europe,Premium
297,Carlos,Green,11/5/2024,North America,Free
298,Isabelle,Meyer,12/25/2023,Europe,Free
299,Camila,Silva,7/14/2025,Latin America,Free
300,Chiamaka,Jallow,10/22/2024,Africa,Premium
301,Olivia,Gonzalez,11/27/2023,North America,Free
302,Hiroshi,Li,9/21/2023,Asia,Premium
303,Valentina,Lopez,10/31/2024,Latin America,Free
304,Ida,Bianchi,7/13/2024,Europe,Free
305,Neha,Choi,12/8/2024,Asia,Free
306,Lily,Perez,,North America,Free
307,Viktor,Nilsson,2/15/2025,Europe,Free
308,Martina,Rodriguez,11/11/2024,Latin America,Free
309,Hana,Lim,9/12/2023,Asia,Free
310,Ibrahim,Ahmed,3/15/2024,Middle East,Free
311,Vivek,Agarwal,12/9/2023,Asia,Free
312,Viktor,Russo,,Latin America,Free
313,Maria,Thomas,9/15/2023,North America,Premium
314,Amalie,Wagner,6/25/2024,Europe,Premium
315,Ifeanyi,Kamara,7/10/2025,Africa,Free
316,Li,Reddy,5/26/2024,Latin America,Free
317,Nnamdi,Mensah,1/19/2024,Africa,Premium
318,Ahmed,Malik,10/4/2023,Middle East,Free
319,Soo-Jin,Yoshida,7/28/2023,Asia,Free
320,Samuel,Green,9/18/2024,North America,Free
321,Eduardo,Diaz,12/30/2023,Africa,Premium
322,Carlos,White,12/28/2023,North America,Premium
323,Akira,Li,9/30/2024,Asia,Free
324,Jaden,Young,6/29/2025,North America,Free
325,Evelyn,Collins,1/29/2025,North America,Free
326,Takeshi,Khan,2/6/2024,Asia,Free
327,Evelyn,Baker,11/28/2024,North America,Free
328,Anna,Persson,8/31/2023,Europe,Free
329,Gabriel,Silva,5/31/2025,Latin America,Premium
330,Natalia,Aguilar,1/15/2025,Latin America,Free
331,Alexander,Fredriksson,2/20/2025,Europe,Free
332,Maria,Torres,2/18/2024,Latin America,Free
333,Fatou,Asante,6/8/2024,Africa,Free
334,Sofia,Mattsson,10/28/2024,Europe,Free
335,Aarti,Sharma,11/2/2023,Asia,Free
336,Simon,Holm,2/21/2025,Europe,Free
337,Juliana,Reyes,9/5/2023,Africa,Free
338,Gabriel,Diaz,12/1/2023,Latin America,Premium
339,Sakura,Yamamoto,10/11/2024,Asia,Premium
340,Javier,Torres,9/22/2023,Latin America,Premium
341,Jaden,Hernandez,9/14/2023,North America,Free
342,Javier,Medina,4/27/2025,Latin America,Free
343,Emeka,Okoro,7/9/2024,Africa,Free
344,Olivia,Rodriguez,2/21/2025,North America,Free
345,Rahul,Li,,Asia,Premium
346,Hana,Rao,8/5/2024,Asia,Free
347,Aarti,Sharma,7/24/2023,Asia,Premium
348,Kavya,Sharma,11/21/2024,Asia,Free
349,Kavya,Yamamoto,12/17/2023,Asia,Premium
350,Leo,Hoffmann,8/12/2023,Europe,Free
351,Elijah,Hernandez,7/2/2024,North America,Free
352,Rahul,Jeong,1/7/2024,Asia,Free
353,Grace,Martinez,6/12/2025,North America,Premium
354,Laura,Eriksson,4/8/2024,Europe,Premium
355,Rina,Liu,11/11/2024,Asia,Free
356,Isabella,Hall,2/7/2024,North America,Free
357,Maria,Silva,11/27/2024,Latin America,Free
358,Carlos,Collins,12/26/2023,North America,Premium
359,,,7/21/2023,Europe,Premium
360,David,Harris,11/26/2023,North America,Free
361,Rania,Hariri,3/18/2025,Middle East,Premium
362,,Rossi,9/2/2024,Europe,Free
363,Rajesh,Reddy,5/2/2025,Asia,Premium
364,Mei,Zhang,6/22/2025,Asia,Premium
365,James,Harris,9/19/2024,North America,Free
366,Gabriel,Dominguez,4/9/2025,Latin America,Free
367,Lily,Hernandez,7/17/2024,North America,Free
368,,,7/19/2023,Middle East,Premium
369,Michael,Sanchez,5/6/2025,North America,Free
370,Liam,Jackson,7/19/2024,North America,Premium
371,William,Rodriguez,6/17/2024,North America,Free
372,Maria,Perez,8/30/2024,Latin America,Free
373,Matteo,Becker,11/29/2023,Europe,Free
374,Vivek,Yoshida,1/18/2024,Asia,Premium
375,Arjun,Khan,11/27/2024,Asia,Free
376,Divya,Agarwal,2/14/2025,Asia,Premium
377,Eun-Ji,Kim,11/21/2024,Asia,Premium
378,Amina,Okafor,5/5/2025,Africa,Free
379,Felipe,Reyes,6/19/2024,Latin America,Free
380,Zoe,Green,2/22/2025,North America,Free
381,Ji-Hoon,Nair,9/11/2024,Asia,Premium
382,Pooja,Mehta,7/23/2024,Asia,Premium
383,Shreya,Yoshida,,Asia,Premium
384,Lily,Anderson,7/4/2025,North America,Premium
385,Jens,Romano,1/25/2024,Europe,Free
386,Theo,Russo,4/25/2025,Europe,Premium
387,Olumide,Diop,7/21/2023,Africa,Free
388,Madison,Martinez,11/25/2023,North America,Premium
389,Emil,Jensen,4/22/2024,Europe,Free
390,Rahul,Jeong,7/4/2025,Asia,Free
391,Henry,Taylor,6/4/2025,North America,Free
392,Yuna,Verma,2/11/2025,Asia,Premium
393,Alejandro,Castro,7/30/2023,Latin America,Free
394,Daniel,Allen,9/18/2023,North America,Premium
395,Grace,Gonzalez,5/9/2025,North America,Free
396,Taro,Reddy,9/15/2024,Asia,Free
397,Chloe,Green,3/3/2024,North America,Free
398,Haruto,Choi,10/18/2024,Asia,Free
399,Ida,Petersen,2/5/2025,Middle East,Premium
400,Isabella,Thomas,3/19/2025,North America,Free
401,Aditya,Liu,7/10/2025,Asia,Free
402,Maja,Olsen,10/19/2023,Europe,Free
403,Awa,Igwe,11/14/2024,Africa,Free
404,Asma,Omar,8/26/2023,Middle East,Free
405,Niklas,Müller,12/27/2024,Europe,Free
406,Daniel,Castillo,12/24/2024,Latin America,Free
407,Aoi,Nakamura,6/17/2025,Asia,Premium
408,Juan,Ramirez,8/10/2023,Latin America,Premium
409,Vivek,Kobayashi,4/6/2024,Asia,Free
410,James,,3/7/2025,North America,Free
411,,,5/23/2025,Middle East,Free
412,Kavya,Kapoor,7/28/2023,Latin America,Free
413,Emma,Andersson,2/17/2024,Europe,Premium
414,Matteo,Bianchi,2/28/2024,Europe,Premium
415,Grace,Adams,5/7/2025,North America,Premium
416,Laura,Nilsson,11/25/2023,Europe,Free
417,Laura,Andersson,6/26/2025,Europe,Free
418,Mia,Gonzalez,7/15/2025,North America,Premium
419,Victoria,Rojas,7/18/2024,Latin America,Free
420,William,Parker,2/3/2024,North America,Free
421,Sophie,Olsen,3/12/2025,Europe,Free
422,Elsa,Hansen,12/1/2023,Europe,Premium
423,Valeria,Torres,12/24/2024,Latin America,Premium
424,Lucas,Taylor,8/27/2023,North America,Free
425,Harper,White,11/8/2024,North America,Free
426,Efua,Asante,2/28/2025,Africa,Premium
427,Natalia,Morales,8/5/2024,Latin America,Free
428,Angel,Garcia,12/11/2024,Latin America,Free
429,Carlos,Anderson,3/24/2025,North America,Premium
430,Max,Berg,2/17/2024,Europe,Free
431,Arjun,Chowdhury,8/26/2023,Asia,Free
432,Oscar,Müller,5/24/2025,Europe,Free
433,Finn,Svensson,3/23/2025,Europe,Free
434,Amelia,Adams,3/18/2025,North America,Free
435,Javier,Aguilar,12/17/2023,Latin America,Free
436,Lucas,Hall,3/25/2025,North America,Premium
437,Eun-Ji,Kobayashi,11/21/2024,Asia,Premium
438,Ji-Hoon,Rao,12/1/2023,Asia,Premium
439,Jens,Romano,7/22/2023,Europe,Free
440,Yuki,Shah,7/21/2024,Asia,Free
441,Rina,Lee,6/12/2025,Asia,Free
442,Akira,Park,5/26/2024,Asia,Premium
443,Ethan,Green,7/2/2025,North America,Premium
444,Anita,Tanaka,8/18/2024,Asia,Free
445,Ava,Brown,8/13/2024,North America,Premium
446,Maria,Nelson,10/8/2024,North America,Free
447,,,6/6/2025,Asia,Free
448,Elsa,Romano,12/28/2024,Europe,Premium
449,Sofia,Conti,3/28/2025,Eu,Free
450,Noah,Carter,5/13/2024,North America,Free
451,Sebastian,Rojas,8/6/2024,Latin America,Free
452,Elsa,Müller,11/21/2024,Europe,Premium
453,Jacob,Young,7/12/2024,North America,Premium
454,Maria,Baker,6/2/2024,North America,Premium
455,Huda,Youssef,3/13/2024,Middle East,Free
456,Priya,Sharma,11/16/2023,Asia,Premium
457,Alexander,Berg,7/31/2024,Europe,Premium
458,Ella,Petersen,8/27/2024,Europe,Free
459,Ella,Nilsson,8/23/2024,Europe,Free
460,Lucas,Schmidt,6/6/2025,Europe,Free
461,Elena,Petersen,11/10/2024,Europe,Free
462,Laura,Medina,4/28/2024,Latin America,Premium
463,Neha,Hwang,10/1/2024,Asia,Free
464,Juan,Nelson,12/1/2023,North America,Premium
465,Felix,Lund,8/27/2024,Europe,Premium
466,Amelia,Sanchez,7/20/2024,North America,Free
467,Emil,Romano,2/26/2025,Europe,Free
468,Hye-Jin,Yoshida,10/5/2023,Asia,Free
469,Juliana,Aguilar,4/23/2025,Latin America,Free
470,Niklas,Petersen,3/27/2025,Europe,Free
471,Sanjay,Shah,1/4/2024,Asia,Free
472,Michael,Lewis,9/20/2023,North America,Free
473,Kofi,Asante,4/9/2025,Africa,Free
474,William,Hall,1/6/2025,North America,Premium
475,Sofia,Ek,10/14/2024,Europe,Free
476,Vivek,Rao,1/3/2025,Asia,Free
477,Camila,Anderson,12/31/2025,North America,Free
478,,,,North America,Premium
479,Elena,Rossi,5/8/2025,Europe,Free
480,Valeria,Ortiz,5/3/2024,Latin America,Free
481,Sophia,Adams,4/9/2025,North America,Free
482,Chiamaka,Kamara,10/29/2023,North America,Free
483,Laura,Svensson,5/31/2024,Europe,Free
484,Isabella,Davis,4/14/2024,North America,Premium
485,Mateo,Perez,3/27/2024,Latin America,Free
486,Ji-Hoon,Das,5/28/2025,Asia,Free
487,Rajesh,Hwang,12/31/2024,Asia,Free
488,Yuna,Kim,4/25/2025,Asia,Premium
489,Akira,Ma,12/22/2023,Asia,Free
490,Amina,Bello,7/15/2024,Africa,Free
491,,Nwachukwu,1/30/2024,Africa,Premium
492,Viktor,Romano,2/16/2025,Europe,Premium
493,Reem,Ali,9/25/2023,Middle East,Free
494,Javier,Herrera,1/22/2024,Latin America,Free
495,Gabriel,White,1/27/2024,North America,Free
496,Yuna,Sharma,1/2/2025,Asia,Free
497,Samuel,Nelson,1/5/2025,North America,Premium
498,Aaliyah,Nelson,10/6/2023,North America,Premium
499,,,1/8/2025,Latin America,Premium
500,Lars,Romano,1/5/2025,Europe,Premium
501,Vivek,Verma,6/6/2025,Asia,Free
502,Laura,Rossi,1/13/2025,Europe,Premium
503,Emilie,Svensson,4/25/2025,Europe,Free
504,Sebastian,Mendoza,10/22/2024,Latin America,Premium
505,Mila,Schmidt,5/19/2024,Europe,Free
506,Renata,Dominguez,2/5/2025,Latin America,Free
507,Madison,Perez,3/11/2024,North America,Free
508,Jacob,Baker,1/10/2024,North America,Free
509,Rajesh,Agarwal,8/10/2024,Asia,Premium
510,Isabelle,Conti,5/15/2025,Europe,Free
511,Leo,Lindgren,2/14/2025,Europe,Premium
512,Adam,Fredriksson,10/17/2023,Europe,Free
513,Anita,Hwang,8/28/2024,Asia,Premium
514,Lars,Holm,8/24/2024,Europe,Free
515,Sofia,Thomas,6/17/2025,North America,Free
516,Sophie,Andersson,1/6/2024,Europe,Free
517,Ethan,Hernandez,6/17/2025,North America,Free
518,Ahmed,Farah,7/31/2023,Middle East,Free
519,Aoi,Nakamura,1/26/2025,Asia,Free
520,Mei,Reddy,3/4/2025,Asia,Free
521,Hana,Zhang,11/4/2024,Asia,Free
522,Andres,Diaz,8/9/2024,Latin America,Premium
523,Jaden,Carter,10/27/2024,North America,Free
524,Matteo,Müller,7/6/2024,Europe,Premium
525,Olivia,Sanchez,8/16/2024,North America,Free
526,Evelyn,Hall,10/14/2023,North America,Free
527,Eun-Ji,Jeong,3/27/2025,Asia,Free
528,Lucas,Ramos,6/21/2025,Latin America,Premium
529,Elijah,Rodriguez,6/6/2024,North America,Premium
530,Emma,Thomas,9/12/2024,North America,Premium
531,Priya,Yamamoto,11/3/2023,Asia,Premium
532,Emma,Taylor,10/6/2023,North America,Premium
533,Simon,Holm,11/13/2024,Europe,Free
534,Juan,Gonzalez,6/3/2025,North America,Premium
535,Fernanda,Castillo,10/27/2024,Latin America,Premium
536,Mina,Wong,2/21/2025,Asia,Free
537,Alexander,Jensen,12/29/2024,Europe,Premium
538,Yao,Ibrahim,10/9/2024,Africa,Free
539,Anita,Das,12/9/2023,Asia,Free
540,Kenji,Singh,8/22/2024,Asia,Premium
541,Zoe,Clark,3/29/2024,North America,Premium
542,Malik,Anderson,10/12/2023,North America,Free
543,Simon,Russo,1/7/2024,Europe,Premium
544,Olivia,Young,5/27/2024,North America,Free
545,Jaden,Smith,4/14/2025,North America,Free
546,Lucas,Adams,,North America,Premium
